city,name,type,phone,email,address,latitude,longitude,google_maps,instagram,facebook,website,note,status,next_step
Sulaymaniyah,Xnjila w Zhikala (خنجیلە و ژیکەڵە),Baby supermarket,+964 770 248 9232,,"Near Sarchnar roundabout, below Abu Sana Hotel, Sulaymaniyah",35.580190,45.454970,"https://www.google.com/maps/search/?api=1&query=35.580190,45.454970",https://instagram.com/xnjila_w_zhikala,https://facebook.com/XnjilaWZhikala,https://iqbd.yocat.net/listing/xinjila-w-jikalla-kids-store,"Best-known baby & kids store in Slemani, trading since 2005.",,
Sulaymaniyah,Queen Baby (کوین بەبی),Children's clothing,+964 770 666 3930,,Central Sulaymaniyah,35.571410,45.439680,"https://www.google.com/maps/search/?api=1&query=35.571410,45.439680",https://instagram.com/queen_baby_sul,,https://www.instagram.com/queen_baby_sul.com,"Baby clothing and goods, central Slemani.",,
Sulaymaniyah,Sidney Baby (سیدنی بیبی / سیدنی پێداویستی منداڵ),Baby goods,0770 311 4443,,"Site 1: 35.58112, 45.41444 · Site 2 (baby goods): 35.55519, 45.36495",35.581120,45.414440,"https://www.google.com/maps/search/?api=1&query=35.581120,45.414440",,,,Two sites — a clothing shop and a baby-goods outlet.,,
Sulaymaniyah,Ahmed Pharmacy & Baby Milk Center,Formula & diapers,+964 772 532 6086,,"Ashti Street, Sulaymaniyah",35.569367,45.426553,"https://www.google.com/maps/search/?api=1&query=35.569367,45.426553",,,https://iqbd.yocat.net/listing/ahmed-pharmacy-and-baby-milk-center,"Formula and diapers via pharmacy. Closed Mondays, opens 13:00.",,
Sulaymaniyah,Baby Bee (بەیبی بیی),Toys,0770 507 4994,,Central Sulaymaniyah,35.572320,45.430110,"https://www.google.com/maps/search/?api=1&query=35.572320,45.430110",https://instagram.com/babybee.2022,,https://instagram.com/babybee.2022?igshid=MDM4ZDc5MmU=,"Instagram-led baby shop, trading since 2022.",,
Sulaymaniyah,Baby Shema (بیبی شیما),Children's clothing,0770 161 9941,,"Central bazaar area, Sulaymaniyah",35.555320,45.440880,"https://www.google.com/maps/search/?api=1&query=35.555320,45.440880",,,,"Baby and children's clothing, bazaar area.",,
Sulaymaniyah,Hawkartop,Children's clothing,0770 920 1510,,"Hawari Taza area, Sulaymaniyah",35.574750,45.450790,"https://www.google.com/maps/search/?api=1&query=35.574750,45.450790",,,,Stocks babies' and children's lines alongside womenswear.,,
Sulaymaniyah,Homeline Kids Lajivert,Nursery furniture,0770 108 0402,,"Malik Mahmud Street, Sarwary 142, Sulaymaniyah",35.581970,45.419620,"https://www.google.com/maps/search/?api=1&query=35.581970,45.419620",,,,"Nursery furniture — cribs, cots, changing units.",,
Sulaymaniyah,good baby,Baby supermarket,+9647701416858,,"119-40, ڕزگاری تازە, Sulaymaniyah",35.575674,45.393758,"https://www.google.com/maps/search/?api=1&query=35.575674,45.393758",,,https://iqbd.yocat.net/listing/good-baby-1,,,
Sulaymaniyah,بالەی ئەوروپی ئەمازۆن,Toys,07731651345,,"شەقامی زێوەر, چوارچرا ٤١٣",35.548663,45.406596,"https://www.google.com/maps/search/?api=1&query=35.548663,45.406596",,,,,,
Sulaymaniyah,سیدنی : پێداویستی منداڵ,Baby goods,+9647703114443,,"Bakrajo, بەکرەجۆی تازە",35.555193,45.364950,"https://www.google.com/maps/search/?api=1&query=35.555193,45.364950",,,https://iqbd.yocat.net/listing/sydney-baby,,,
Sulaymaniyah,محل ايرم,Toys,07702162747,,"Kak Ahmadi Shekh Street 17, کانی ئاسکان, Sulaymaniyah",35.558948,45.441421,"https://www.google.com/maps/search/?api=1&query=35.558948,45.441421",,,http://facebook.com/sarhang.galala,,,
Sulaymaniyah,American Kids Club,Baby & kids retail,+9647701550304,,Sulaymaniyah Sulaymaniyah Governorate,35.596688,45.365744,"https://www.google.com/maps/search/?api=1&query=35.596688,45.365744",,,https://iqbd.yocat.net/listing/american-kids-club,,,
Sulaymaniyah,Angle Kids Store,Baby & kids retail,+9647501476791,,Sulaymaniyah Sulaymaniyah Governorate,35.556895,45.447500,"https://www.google.com/maps/search/?api=1&query=35.556895,45.447500",,,https://iqbd.yocat.net/listing/angle-kids-store,,,
Sulaymaniyah,Baby Zone,Baby & kids retail,+9647701940025,,"kareza wshk Sulaymaniyah Sulaymaniyah Governorate, Iraq",35.555760,45.435118,"https://www.google.com/maps/search/?api=1&query=35.555760,45.435118",,,https://iqbd.yocat.net/listing/baby-zone,,,
Sulaymaniyah,Grand Hawkartop,Baby & kids retail,+9647705035566,,"metric round Sulaymaniyah Kurdistan, 46001, Iraq",35.582029,45.419717,"https://www.google.com/maps/search/?api=1&query=35.582029,45.419717",,,https://iqbd.yocat.net/listing/grand-hawkartop,,,
Sulaymaniyah,Hi Kids,Children's clothing,+9647502304548,,Malik Mahmud Ring Road Sulaymaniyah Sulaymaniyah Governorate Iraq,35.581202,45.415025,"https://www.google.com/maps/search/?api=1&query=35.581202,45.415025",,,https://iqbd.yocat.net/listing/hi-kids,,,
Sulaymaniyah,Honey Baby,Baby & kids retail,+9647700809075,,Sulaymaniyah Sulaymaniyah Governorate,35.563858,45.378704,"https://www.google.com/maps/search/?api=1&query=35.563858,45.378704",,,https://iqbd.yocat.net/listing/honey-baby,,,
Sulaymaniyah,Jwankila Dairy Center,Baby & kids retail,+9647748146581,,"Sulaymaniyah Sulaymaniyah Governorate, 46001",35.539885,45.451765,"https://www.google.com/maps/search/?api=1&query=35.539885,45.451765",,,https://iqbd.yocat.net/listing/jwankila-dairy-center,,,
Sulaymaniyah,Kids Shop,Children's clothing,+9647703523637,,"Sulaymaniyah Sulaymaniyah Governorate, 46002",35.559694,45.445018,"https://www.google.com/maps/search/?api=1&query=35.559694,45.445018",,,https://iqbd.yocat.net/listing/kids-shop,,,
Sulaymaniyah,Mella Kids,Children's clothing,+9647702227775,,Metric Rd Sulaymaniyah Governorate Iraq,35.558796,45.462948,"https://www.google.com/maps/search/?api=1&query=35.558796,45.462948",,,https://iqbd.yocat.net/listing/mella-kids,,,
Sulaymaniyah,My Baby,Baby & kids retail,+9647709164373,,"Piramagrun St Sulaymaniyah, Sulaymaniyah Governorate",35.566510,45.419563,"https://www.google.com/maps/search/?api=1&query=35.566510,45.419563",,,https://iqbd.yocat.net/listing/my-baby,,,
Sulaymaniyah,Papula Children'S Toy World,Baby & kids retail,+9647503071552,,Sulaymaniyah Sulaymaniyah Governorate,35.557698,45.440888,"https://www.google.com/maps/search/?api=1&query=35.557698,45.440888",,,https://iqbd.yocat.net/listing/papula-childrens-toy-world,,,
Sulaymaniyah,Rahand Exhibition For Children'S Toys,Baby & kids retail,+9647702158252,,"Kawa St Sulaymaniyah Sulaymaniyah Governorate, 00964, Iraq",35.554944,45.440948,"https://www.google.com/maps/search/?api=1&query=35.554944,45.440948",,,https://iqbd.yocat.net/listing/rahand-exhibition-for-childrens-toys,,,
Sulaymaniyah,Shirwan & Karwan - Kids,Children's clothing,+9647701404004,,"Midya Street Sulaymaniyah, Sulaymaniyah Governorate",35.563935,45.406197,"https://www.google.com/maps/search/?api=1&query=35.563935,45.406197",,,https://iqbd.yocat.net/listing/shirwan-karwan-kids,,,
Sulaymaniyah,Shkak Baby,Baby & kids retail,+9647736967819,,Sulaymaniyah Sulaymaniyah Governorate,35.595083,45.371784,"https://www.google.com/maps/search/?api=1&query=35.595083,45.371784",,,https://iqbd.yocat.net/listing/shkak-baby,,,
Sulaymaniyah,Uk Baby,Baby & kids retail,+9647705467661,,Kanari Rd Sulaymaniyah Sulaymaniyah Governorate Iraq,35.575889,45.410298,"https://www.google.com/maps/search/?api=1&query=35.575889,45.410298",,,https://iqbd.yocat.net/listing/uk-baby-68406df7ec09e,,,
Sulaymaniyah,Wrdila Milk Center,Baby & kids retail,+9647721732828,,"Sulaymaniyah Sulaymaniyah Governorate, Iraq",35.559787,45.480492,"https://www.google.com/maps/search/?api=1&query=35.559787,45.480492",,,https://iqbd.yocat.net/listing/wrdila-milk-center,,,
Sulaymaniyah,Ayan Baby Shop,Children's clothing,,,"102-40, Bakrajo",35.559352,45.352060,"https://www.google.com/maps/search/?api=1&query=35.559352,45.352060",,,,,,
Sulaymaniyah,Bazary langa,Toys,,,"203-8, کانی ئاسکان, Sulaymaniyah",35.558554,45.442048,"https://www.google.com/maps/search/?api=1&query=35.558554,45.442048",,,,,,
Sulaymaniyah,Defacto,Children's clothing,,,"Baban Street, سابونکەران ٢٠٤, Sulaymaniyah",35.541740,45.429688,"https://www.google.com/maps/search/?api=1&query=35.541740,45.429688",,,,,,
Sulaymaniyah,fluffy,Children's clothing,,,"222-18, ئازادی ٢٢٢, Sulaymaniyah",35.569289,45.469932,"https://www.google.com/maps/search/?api=1&query=35.569289,45.469932",,,,,,
Sulaymaniyah,HK kids,Children's clothing,,,"30 Meter Road, هەواری تازە, Sulaymaniyah",35.574054,45.452148,"https://www.google.com/maps/search/?api=1&query=35.574054,45.452148",,,,,,
Sulaymaniyah,LC Waikiki,Children's clothing,,,Peshmarga Highway,35.565352,45.373093,"https://www.google.com/maps/search/?api=1&query=35.565352,45.373093",,,,,,
Sulaymaniyah,LC Waikiki,Children's clothing,,,"Baban Street, سابونکەران ٢٠٤, Sulaymaniyah",35.541708,45.429737,"https://www.google.com/maps/search/?api=1&query=35.541708,45.429737",,,,,,
Sulaymaniyah,moda dream,Children's clothing,,,"234-78, گەڕەکی کازیوە, Sulaymaniyah",35.559654,45.475497,"https://www.google.com/maps/search/?api=1&query=35.559654,45.475497",,,,,,
Sulaymaniyah,Pipi baby,Baby & kids retail,,,"٢٢ توی مەلیک, هەواری تازە, Sulaymaniyah",35.567546,45.452390,"https://www.google.com/maps/search/?api=1&query=35.567546,45.452390",,,,,,
Sulaymaniyah,tats,Toys,,,"313-41, سانا ٣١٣, Sulaymaniyah",35.540690,45.463651,"https://www.google.com/maps/search/?api=1&query=35.540690,45.463651",,,,,,
Sulaymaniyah,جلی منداڵ,Children's clothing,,,"202-14, کانی ئاسکان, Sulaymaniyah",35.552670,45.442514,"https://www.google.com/maps/search/?api=1&query=35.552670,45.442514",,,,,,
Sulaymaniyah,جیهانی ورچ,Toys,,,"219-12, هەواری تازە, Sulaymaniyah",35.578103,45.448812,"https://www.google.com/maps/search/?api=1&query=35.578103,45.448812",,,,,,
Sulaymaniyah,کۆشکی خانمان,Children's clothing,,,"316-45, چیا ٣١٦, Sulaymaniyah",35.535441,45.448858,"https://www.google.com/maps/search/?api=1&query=35.535441,45.448858",,,,,,
Sulaymaniyah,کەشخە ٢,Children's clothing,,,"Sharbazher Street, گەڕەکی کوردسات, Sulaymaniyah",35.603783,45.434517,"https://www.google.com/maps/search/?api=1&query=35.603783,45.434517",,,,,,
Sulaymaniyah,Baby Show,Baby & kids retail,,,"Slemani District, Sulaymaniyah Governorate, Iraq",35.562912,45.405867,"https://www.google.com/maps/search/?api=1&query=35.562912,45.405867",,,https://iqbd.yocat.net/listing/baby-show,,,
Sulaymaniyah,Dlma Kids,Baby & kids retail,,,"Sulaymaniyah Sulaymaniyah Governorate, Iraq",35.589747,45.434861,"https://www.google.com/maps/search/?api=1&query=35.589747,45.434861",,,https://iqbd.yocat.net/listing/dlma-kids,,,
Sulaymaniyah,Hi Baby,Baby & kids retail,,,"Sulaymaniyah Sulaymaniyah Governorate, Iraq",35.555760,45.435118,"https://www.google.com/maps/search/?api=1&query=35.555760,45.435118",,,https://iqbd.yocat.net/listing/hi-baby,,,
Sulaymaniyah,Shoes For Kids,Children's clothing,,,"Sulaymaniyah Sulaymaniyah Governorate, Iraq",35.555760,45.435118,"https://www.google.com/maps/search/?api=1&query=35.555760,45.435118",,,https://iqbd.yocat.net/listing/shoes-for-kids,,,
Sulaymaniyah,Tom U Jerry,Baby & kids retail,,,Sulaymaniyah Sulaymaniyah Governorate,35.580747,45.391931,"https://www.google.com/maps/search/?api=1&query=35.580747,45.391931",,,https://iqbd.yocat.net/listing/tom-u-jerry,,,
Sulaymaniyah,Tuwi Malik Children'S Supplies And Bicycles,Baby & kids retail,,,"matri street Sulaymaniyah Sulaymaniyah Governorate, Iraq",35.570290,45.459337,"https://www.google.com/maps/search/?api=1&query=35.570290,45.459337",,,https://iqbd.yocat.net/listing/tuwi-malik-childrens-supplies-and-bicycles,,,
Sulaymaniyah,Wrdila Baby Cantar,Baby & kids retail,,,"Sulaymaniyah Sulaymaniyah Governorate, Iraq",35.555760,45.435118,"https://www.google.com/maps/search/?api=1&query=35.555760,45.435118",,,https://iqbd.yocat.net/listing/wrdila-baby-cantar,,,
Sulaymaniyah,Youth House (Boys' Children'S Home),Baby & kids retail,,,"Rgay Bekreco Sulaymaniyah, Sulaymaniyah Governorate",35.553871,45.362914,"https://www.google.com/maps/search/?api=1&query=35.553871,45.362914",,,https://iqbd.yocat.net/listing/youth-house-boys-childrens-home,,,
Sharazur,Children'S Toys And Gifts,Baby & kids retail,+9647511314696,,"Sharazur District, Sulaymaniyah Governorate, Iraq",35.320366,45.673617,"https://www.google.com/maps/search/?api=1&query=35.320366,45.673617",,,https://iqbd.yocat.net/listing/childrens-toys-and-gifts,,,
Kalar,Home Kids,Children's clothing,+9647701914503,,Kalar Sulaymaniyah Governorate,34.616036,45.317580,"https://www.google.com/maps/search/?api=1&query=34.616036,45.317580",,,https://iqbd.yocat.net/listing/home-kids,,,
Pshdar,Mayli Children'S Clothing,Baby & kids retail,+9647502003606,,"Pshdar District, Sulaymaniyah Governorate, Iraq",36.176456,45.121431,"https://www.google.com/maps/search/?api=1&query=36.176456,45.121431",,,https://iqbd.yocat.net/listing/mayli-childrens-clothing,,,
Chamchamal,Sofia Kids,Baby & kids retail,+9647702269260,,"Chamchamal Iraq, Sulaymaniyah Governorate, Iraq",35.531003,44.830273,"https://www.google.com/maps/search/?api=1&query=35.531003,44.830273",,,https://iqbd.yocat.net/listing/sofia-kids,,,
Ranya,Baby Home,Baby & kids retail,,,Ranya Sulaymaniyah Governorate,36.251679,44.882756,"https://www.google.com/maps/search/?api=1&query=36.251679,44.882756",,,https://iqbd.yocat.net/listing/baby-home,,,
Sharazur,Baby House Clothing,Baby & kids retail,,,"Sharazur District, Sulaymaniyah Governorate, Iraq",35.320277,45.672723,"https://www.google.com/maps/search/?api=1&query=35.320277,45.672723",,,https://iqbd.yocat.net/listing/baby-house-clothing,,,
Pshdar,Baby World Qaladze,Baby & kids retail,,,"Pshdar District, Sulaymaniyah Governorate, Iraq",36.182371,45.125431,"https://www.google.com/maps/search/?api=1&query=36.182371,45.125431",,,https://iqbd.yocat.net/listing/baby-world-qaladze,,,
Sharazur,Children'S Play City,Baby & kids retail,,,"Sharazur District, Sulaymaniyah Governorate, Iraq",35.320517,45.673758,"https://www.google.com/maps/search/?api=1&query=35.320517,45.673758",,,https://iqbd.yocat.net/listing/childrens-play-city,,,
Ranya,Kaya Kids,Baby & kids retail,,,"Ranya District, Sulaymaniyah Governorate, Iraq",36.205833,44.823525,"https://www.google.com/maps/search/?api=1&query=36.205833,44.823525",,,https://iqbd.yocat.net/listing/kaya-kids,,,
Regional,Kanz Bilad Al-Thiqa / Mini Baby,Exclusive Iraq agent + retailer,+964 770 166 7600 · +964 771 970 8605 · +964 780 218 0218 · info@minibaby-iq.com · kanz.info@gmail.com,,,,,,,,,"Trading since 2011. Exclusive agent for Chicco, Philips Avent, Caramell, BUMBEL, US Polo. Offices Baghdad & Erbil (Tower of Justice); retail branches Erbil, Baghdad, Mosul. — The incumbent to beat on branded gear. Either partner or deliberately avoid brand overlap.",,
Regional,Linbaby Company,Importer / national distributor,linbabycompany.com,,,,,,,,,"Established 2009 in Zakho, Kurdistan Region. Imports baby care, household cleaning, hair & body care and aerosols from Turkish and European manufacturers; distributes across Iraq. — Kurdistan-based and already in baby care — the most natural regional partner or benchmark.",,
Regional,Al Mouyasser (Fattal Group affiliate),FMCG / healthcare distributor,almouyasser.com/contact-us,,,,,,,,,"HQ 312 Ainkawa Road, Gazna Street (next to Al-Watani Group), Erbil. Branches in Baghdad, SULAYMANIYAH, Najaf and Basra. Portfolio spans FMCG, beauty and healthcare. — Covers both target cities already. Useful as a route-to-market partner for hygiene/consumable lines.",,
Regional,Sarwaran Pharmacy Chain,Pharmacy retail chain (Erbil),sarwaranpharmacy.com,,,,,,,,,"Established 2010, multiple branches across Erbil. — Chain-level listing for formula, diapers and baby toiletries — one negotiation, many doors.",,
Regional,Pharmacy One Iraq & Kurdistan,Pharmacy chain (Sulaymaniyah),facebook.com/pharmacy1iraq,,,,,,,,,"Pharmacy network active in Sulaymaniyah and wider Iraq. — Same play as Sarwaran, on the Slemani side.",,
Regional,Lezzoo,Super-app / delivery & e-commerce channel,lezzoo.com,,,,,,,,,"Kurdistan's leading super app — operates in Erbil, Sulaymaniyah, Duhok, Kirkuk and Zakho with thousands of partner stores and pharmacies; grocery, pharmacy and e-commerce verticals. — Not a lead to sell to — a distribution channel. Listing a stocked retailer here lifts their sell-through, which is a strong pitch sweetener.",,
Sulaymaniyah,Bakhan Parmacy,Pharmacy (formula & diapers),+9647715908228,,Sulaymaniyah Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Buer Pharmacy,Pharmacy (formula & diapers),+964533209405,,"Qadam Kher St Sulaymaniyah, Sulaymaniyah Governorate",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Capital Pharmacy,Pharmacy (formula & diapers),+9647717710606,,sarwary road Sulaymaniyah kurdistan,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Daik Pharmacy,Pharmacy (formula & diapers),+964533202216,,"Goran Street Sulaymaniyah, Sulaymaniyah Governorate",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Eco Pharmacy,Pharmacy (formula & diapers),+9647700443002,,"Baxtyari Sulaymaniyah Sulaymaniyah Governorate, 46001",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Faruk Medical City Pharmaceuticals,Pharmacy (formula & diapers),+9647709000000,,Sulaymaniyah Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
